customer_id,account_age_days,successful_payments,failed_payments,average_transaction,lifetime_value,engagement_score
CUST_02543,428,35,7,10117.11,105999.82,0.57
CUST_02544,1085,4,5,15560.04,376056.58,0.29
CUST_02545,1031,22,3,13019.2,407178.0,0.75
CUST_02546,987,9,6,3751.59,195695.19,0.36
CUST_02547,557,19,0,6694.55,377507.13,0.75
CUST_02548,1051,18,2,18646.58,238686.73,0.14
CUST_02549,605,28,5,4208.51,84639.51,0.7
CUST_02550,1415,31,4,22923.98,389468.06,0.15
CUST_02551,1399,15,7,20981.06,306893.97,0.26
CUST_02552,736,31,2,3284.76,111420.75,0.39
CUST_02553,565,24,2,8381.84,314619.22,0.26
CUST_02554,991,19,1,18433.51,475485.23,0.18
CUST_02555,1316,27,7,14693.22,244486.01,0.27
CUST_02556,1403,17,5,2555.33,375257.57,0.26
CUST_02557,246,1,6,3685.58,87428.61,0.15
CUST_02558,1198,5,3,16873.26,335246.84,0.7
CUST_02559,798,34,7,4023.2,310659.04,0.48
CUST_02560,373,32,3,24374.84,130117.07,0.38
CUST_02561,100,34,2,14788.76,306906.59,0.84
CUST_02562,463,29,1,4703.39,462290.62,0.79
CUST_02563,759,21,7,3280.98,314271.53,0.1
CUST_02564,286,21,4,20035.56,19091.19,0.99
CUST_02565,665,19,1,13171.08,488488.78,0.25
CUST_02566,1002,5,6,23824.79,412075.01,0.53
CUST_02567,1150,7,3,1733.74,348435.47,0.15
CUST_02568,245,23,2,22436.09,55284.52,0.53
CUST_02569,705,23,6,1670.62,2261.25,0.19
CUST_02570,1260,5,5,9590.9,100959.92,0.47
CUST_02571,1037,32,6,3872.98,305995.95,0.94
CUST_02572,988,22,1,2779.91,473438.97,0.17
CUST_02573,585,31,7,14048.61,107393.88,0.72
CUST_02574,1127,27,2,6223.35,446042.12,0.97
CUST_02575,786,8,0,23596.13,442150.98,0.18
CUST_02576,280,30,0,10446.19,438547.15,0.57
CUST_02577,1411,6,6,20068.02,312634.49,0.52
CUST_02578,1173,18,5,24322.69,390777.31,0.23
CUST_02579,165,24,3,8700.69,90174.35,0.63
CUST_02580,56,27,5,22085.09,186215.89,0.17
CUST_02581,241,31,4,16757.74,273710.34,0.28
CUST_02582,127,4,7,21705.22,397569.94,0.97
CUST_02583,1180,17,1,8687.25,156112.23,0.96
CUST_02584,1160,19,0,14173.3,206330.87,0.74
CUST_02585,527,28,2,10809.86,436066.31,0.46
CUST_02586,1396,10,4,21559.01,74168.78,0.92
CUST_02587,263,39,4,20384.07,393368.47,0.9
CUST_02588,105,25,7,7522.35,201734.13,0.79
CUST_02589,1272,26,2,9872.89,306923.08,0.15
CUST_02590,531,15,4,17876.71,459137.56,0.32
CUST_02591,881,19,7,3394.93,163170.96,0.61
CUST_02592,207,31,3,2124.6,143667.24,0.43
CUST_02593,1481,5,5,4496.11,143363.56,0.35
CUST_02594,950,12,0,18965.34,133405.89,0.38
CUST_02595,1034,34,3,22146.44,43599.02,0.5
CUST_02596,562,38,7,8003.69,222425.4,0.21
CUST_02597,718,15,7,22360.53,171873.97,1.0
CUST_02598,1346,16,7,5226.73,31323.86,0.31
CUST_02599,1056,30,6,24283.83,441809.86,0.95
CUST_02600,427,22,4,3488.54,316833.16,0.75
CUST_02601,790,1,4,1595.77,147339.78,0.93
CUST_02602,244,19,3,2603.52,460522.19,0.41
CUST_02603,1247,38,6,451.38,232603.46,0.12
CUST_02604,888,10,5,20858.63,56686.1,0.93
CUST_02605,48,1,1,17414.86,433941.81,0.43
CUST_02606,388,32,0,15512.85,395044.56,0.83
CUST_02607,775,22,7,24869.07,367856.79,0.29
CUST_02608,827,3,3,4771.94,479544.54,0.67
CUST_02609,115,19,6,10532.64,488614.27,0.62
CUST_02610,136,10,1,14130.98,316063.45,0.32
CUST_02611,596,18,7,7831.89,180672.68,0.48
CUST_02612,384,9,6,13572.17,222627.96,0.67
CUST_02613,116,33,3,13719.2,487950.19,0.43
CUST_02614,476,5,3,4618.53,417377.0,0.24
CUST_02615,540,26,4,14255.7,165307.65,0.23
CUST_02616,393,19,3,7081.95,17208.18,0.84
CUST_02617,490,26,6,5099.86,486993.85,0.43
CUST_02618,1187,18,6,14143.7,457433.18,0.71
CUST_02619,1294,17,7,4772.25,272574.14,0.96
CUST_02620,63,31,6,6979.33,346660.97,0.33
CUST_02621,279,7,3,4490.63,242511.38,0.73
CUST_02622,634,14,2,19024.49,298626.68,0.35
CUST_02623,1073,14,5,4495.03,54046.6,0.92
CUST_02624,970,2,0,1646.71,165535.82,0.52
CUST_02625,979,4,1,19225.7,188121.08,0.61
CUST_02626,643,1,6,22753.31,484796.74,0.26
CUST_02627,378,1,5,8809.5,44797.01,0.53
CUST_02628,1254,10,4,5151.87,327750.84,0.72
CUST_02629,384,7,1,1940.49,276362.28,0.19
CUST_02630,1199,39,3,10037.89,462516.34,0.86
CUST_02631,1019,26,7,971.2,132347.48,0.74
CUST_02632,1012,4,5,405.76,442833.94,0.16
CUST_02633,606,39,4,8718.17,477378.38,0.73
CUST_02634,279,34,7,15385.49,358209.16,0.79
CUST_02635,865,15,2,7719.63,217544.36,0.17
CUST_02636,1443,27,1,3375.12,457524.31,0.23
CUST_02637,855,7,2,13743.01,402336.27,0.58
CUST_02638,1159,31,1,17412.37,266527.81,0.49
CUST_02639,411,24,0,7433.77,194361.19,0.66
CUST_02640,73,13,4,4914.81,176287.91,0.62
CUST_02641,922,26,4,8600.1,34487.12,0.48
CUST_02642,683,28,5,23984.94,418943.8,0.43
CUST_02643,822,6,0,8117.72,483192.93,0.24
CUST_02644,750,3,4,418.56,255047.73,0.6
CUST_02645,1271,1,6,6023.01,271393.1,0.3
CUST_02646,1393,14,4,16976.05,85946.28,0.27
CUST_02647,1059,12,1,12312.85,105669.5,0.28
CUST_02648,812,6,1,9201.34,214024.14,0.98
CUST_02649,935,10,1,445.23,194660.12,0.35
CUST_02650,425,3,1,7986.77,425169.89,0.64
CUST_02651,1062,2,5,5424.24,217069.46,0.68
CUST_02652,769,17,4,24385.02,481176.75,0.31
CUST_02653,75,19,5,8660.05,199918.53,0.41
CUST_02654,666,39,5,4493.49,290799.78,0.54
CUST_02655,1268,8,7,8664.4,147445.81,0.29
CUST_02656,981,12,6,3479.94,18167.41,0.47
CUST_02657,214,8,1,7409.14,124954.4,0.72
CUST_02658,681,29,1,24664.74,216758.83,0.68
CUST_02659,117,32,0,10639.59,425246.01,0.94
CUST_02660,1322,36,3,22566.35,88048.84,0.42
CUST_02661,930,26,3,19817.1,401270.04,0.75
CUST_02662,108,13,7,7500.39,117968.47,0.58
CUST_02663,404,3,7,332.94,162600.97,0.3
CUST_02664,562,16,1,14381.55,324563.78,0.71
CUST_02665,763,4,3,23203.46,466019.44,0.56
CUST_02666,1138,21,7,16017.7,250546.08,0.19
CUST_02667,276,2,0,11101.21,366317.03,0.72
CUST_02668,759,11,0,11350.28,329905.83,0.15
CUST_02669,1094,3,2,16394.0,416298.62,0.51
CUST_02670,517,7,2,1255.04,92524.73,0.9
CUST_02671,1165,13,7,7957.4,196982.34,0.42
CUST_02672,259,11,0,1666.95,405125.94,0.99
CUST_02673,1072,3,4,7593.46,99651.25,0.43
CUST_02674,95,14,5,6742.63,434046.42,0.68
CUST_02675,150,31,6,17003.11,116153.43,0.81
CUST_02676,1167,11,7,6658.06,191339.1,0.42
CUST_02677,609,2,3,22427.34,326389.26,0.76
CUST_02678,543,29,1,733.87,309984.75,0.51
CUST_02679,942,15,0,4729.03,406745.78,0.95
CUST_02680,93,34,1,18410.16,216251.36,0.5
CUST_02681,473,13,3,4873.58,313831.22,0.26
CUST_02682,628,34,6,10291.63,277298.66,0.94
CUST_02683,422,12,2,13853.37,241052.53,0.14
CUST_02684,1388,10,3,7207.64,305252.3,0.72
CUST_02685,127,1,1,16331.4,441523.09,0.27
CUST_02686,1335,33,3,5610.31,19550.47,0.23
CUST_02687,278,6,4,2218.35,479903.69,0.89
CUST_02688,1119,13,3,7136.47,357623.76,0.45
CUST_02689,265,10,4,19427.64,131965.7,0.4
CUST_02690,1004,22,7,7487.78,260790.61,0.45
CUST_02691,120,33,4,12443.67,148328.28,0.79
CUST_02692,1351,35,1,5414.68,189140.71,0.11
CUST_02693,900,8,7,9873.27,288538.48,0.85
CUST_02694,57,32,6,6566.25,247451.78,0.66
CUST_02695,701,18,6,13286.75,146730.73,0.64
CUST_02696,923,35,4,9219.03,376681.85,0.69
CUST_02697,255,17,1,11306.83,26944.72,0.37
CUST_02698,444,11,4,6488.45,167587.19,0.52
CUST_02699,1135,25,3,10895.56,432530.32,0.73
CUST_02700,1379,19,1,2615.0,390685.66,0.99
CUST_02701,221,19,5,11108.66,428191.57,0.25
CUST_02702,801,7,0,9584.33,463938.41,0.19
CUST_02703,1181,21,6,17659.02,123331.82,0.56
CUST_02704,735,4,7,13991.09,333751.3,0.94
CUST_02705,65,39,3,23659.73,374039.74,0.76
CUST_02706,127,30,0,23471.52,483160.6,0.98
CUST_02707,109,4,6,6311.23,65462.77,0.87
CUST_02708,1153,9,6,3319.65,437274.24,0.15
CUST_02709,1371,19,3,22906.72,202727.09,0.45
CUST_02710,1442,39,5,21660.65,195821.24,0.44
CUST_02711,535,39,1,11884.66,437036.07,0.15
CUST_02712,983,1,0,17059.92,291693.3,0.6
CUST_02713,480,19,5,8897.48,56655.14,0.73
CUST_02714,312,33,6,10171.07,95268.01,0.78
CUST_02715,917,28,3,10104.22,292496.7,0.76
CUST_02716,495,26,3,5988.77,127268.06,0.95
CUST_02717,532,16,2,23358.05,263848.13,0.58
CUST_02718,864,12,2,24880.74,200807.81,0.67
CUST_02719,651,29,6,5345.34,383589.13,0.37
CUST_02720,319,1,3,22667.73,80661.79,0.13
CUST_02721,864,38,3,10723.53,460274.53,0.89
CUST_02722,1059,20,5,14008.72,122483.55,0.15
CUST_02723,670,29,5,5200.5,236757.7,0.54
CUST_02724,1290,33,6,9640.42,342181.62,0.31
CUST_02725,1098,16,7,18730.9,495092.44,1.0
CUST_02726,1265,12,0,24759.17,187961.77,0.33
CUST_02727,152,39,0,21382.84,294772.82,0.89
CUST_02728,759,7,7,15350.01,25121.11,0.89
CUST_02729,294,8,5,3273.46,72645.15,0.69
CUST_02730,538,24,3,18870.11,225395.15,0.65
CUST_02731,698,5,2,2879.23,227576.94,0.54
CUST_02732,1113,20,1,15437.51,359879.08,0.68
CUST_02733,1131,34,0,24215.41,72937.47,0.89
CUST_02734,897,9,7,14056.63,361955.95,0.44
CUST_02735,1032,23,2,5736.35,90942.77,0.11
CUST_02736,511,10,2,6584.19,37064.81,0.77
CUST_02737,420,14,6,22530.73,463104.97,0.82
CUST_02738,887,22,5,9519.56,444469.33,0.51
CUST_02739,872,26,1,17527.58,27069.59,0.58
CUST_02740,564,13,4,9924.5,1319.09,0.52
CUST_02741,798,8,1,1283.2,381746.68,0.25
CUST_02742,411,34,2,7505.58,114005.88,0.22
CUST_02743,1278,5,3,10926.01,291065.19,0.78
CUST_02744,492,2,6,6398.84,488595.52,0.82
CUST_02745,1291,16,2,22387.67,156211.61,0.38
CUST_02746,677,38,7,5573.07,453028.68,0.91
CUST_02747,274,32,1,5775.1,110742.35,0.95
CUST_02748,194,32,6,20249.19,94903.9,0.29
CUST_02749,602,24,0,14094.21,125852.04,0.29
CUST_02750,76,4,2,10570.67,75236.44,0.69
CUST_02751,450,23,4,17097.4,469250.99,0.67
CUST_02752,457,38,3,17057.14,365307.51,0.29
CUST_02753,1283,18,1,6093.24,97184.41,0.62
CUST_02754,1453,1,2,12525.08,409816.24,0.8
CUST_02755,374,34,0,19827.63,245565.63,0.18
CUST_02756,164,30,4,9900.84,266042.23,0.9
CUST_02757,1118,3,3,22019.29,468903.37,0.46
CUST_02758,464,32,3,5422.75,463146.73,0.29
CUST_02759,1199,24,5,7241.39,131895.61,0.3
CUST_02760,1026,23,0,23258.41,378545.47,0.15
CUST_02761,497,31,3,24844.12,63508.53,0.65
CUST_02762,1305,13,1,14660.21,454419.13,0.83
CUST_02763,1421,35,4,24157.8,237291.55,0.82
CUST_02764,594,31,5,10971.66,264426.69,0.35
CUST_02765,941,3,1,10776.64,425026.77,0.38
CUST_02766,679,28,3,4814.88,475469.99,0.86
CUST_02767,449,36,0,24351.58,199179.1,0.64
CUST_02768,728,2,3,2130.74,18336.33,0.52
CUST_02769,756,31,0,17283.76,496458.84,0.46
CUST_02770,1336,23,7,20838.91,232312.56,0.76
CUST_02771,108,12,2,7192.79,81420.68,0.48
CUST_02772,1477,5,1,11569.13,266041.17,0.23
CUST_02773,1384,7,4,24629.74,49029.04,0.36
CUST_02774,830,33,3,7287.29,255247.12,0.56
CUST_02775,1274,19,2,7853.32,442516.74,0.75
CUST_02776,802,13,4,652.5,452047.1,0.14
CUST_02777,133,13,5,7938.63,321946.13,0.89
CUST_02778,776,1,2,16903.97,475565.43,0.54
CUST_02779,1468,6,3,2856.39,127499.59,0.93
CUST_02780,294,17,5,5354.25,341735.8,0.79
CUST_02781,1005,27,0,22416.47,380580.57,0.14
CUST_02782,983,11,7,24088.93,62314.91,0.33
CUST_02783,442,5,7,17637.2,226021.22,0.57
CUST_02784,432,25,7,21446.42,116178.07,0.86
CUST_02785,1441,35,0,8566.03,190182.83,0.94
CUST_02786,691,31,7,1480.93,123983.47,0.23
CUST_02787,1021,10,5,24129.39,367763.22,0.16
CUST_02788,1067,31,5,9144.71,447219.79,0.16
CUST_02789,1156,38,0,21863.26,169120.0,0.66
CUST_02790,1135,36,7,19590.6,122408.14,0.95
CUST_02791,1250,1,4,18648.47,12428.18,0.96
CUST_02792,1133,7,3,24943.1,376940.67,0.97
CUST_02793,446,29,7,22954.23,371028.53,0.4
CUST_02794,661,25,1,7052.58,289122.23,0.94
CUST_02795,487,12,7,24109.65,465424.9,0.79
CUST_02796,249,5,1,22508.32,169715.18,0.77
CUST_02797,1424,18,0,5123.09,300243.47,0.4
CUST_02798,1148,14,6,3096.55,421516.84,0.33
CUST_02799,1014,32,6,17159.78,420961.51,0.22
CUST_02800,1130,1,4,2213.94,297036.48,0.27
CUST_02801,412,36,4,9061.58,14574.05,0.6
CUST_02802,293,25,1,18834.61,37514.37,0.18
CUST_02803,1460,27,1,5281.28,38123.45,0.12
CUST_02804,106,23,6,12667.21,490823.72,0.85
CUST_02805,707,1,4,8620.19,52904.61,0.62
CUST_02806,700,11,6,24145.1,75481.69,0.84
CUST_02807,218,5,4,14923.99,270518.24,0.54
CUST_02808,571,23,5,1890.06,50730.92,0.48
CUST_02809,859,19,1,6346.83,287610.49,0.79
CUST_02810,1355,5,2,13242.16,68302.55,0.12
CUST_02811,694,29,1,20880.58,401377.91,0.19
CUST_02812,1073,4,4,15973.89,336530.74,0.71
CUST_02813,1354,37,7,13852.32,100594.16,0.12
CUST_02814,155,15,4,16521.26,74203.59,0.86
CUST_02815,420,19,3,18959.71,440265.34,0.97
CUST_02816,709,1,5,7098.87,432380.28,0.65
CUST_02817,977,24,1,14945.97,61248.44,0.39
CUST_02818,606,20,5,20075.4,486106.1,0.29
CUST_02819,609,38,4,2996.97,89920.02,0.14
CUST_02820,79,24,0,8123.69,64046.11,0.54
CUST_02821,1450,11,3,24372.85,344744.38,0.91
CUST_02822,1293,14,4,20725.02,79002.29,0.41
CUST_02823,1396,4,5,14200.42,125426.8,0.84
CUST_02824,1433,14,4,12305.31,211589.76,0.2
CUST_02825,1203,38,0,8289.64,176412.49,0.16
CUST_02826,1086,38,1,16663.67,186242.6,0.68
CUST_02827,1473,36,6,18312.12,345585.77,0.2
CUST_02828,929,37,4,18973.61,261029.91,0.36
CUST_02829,887,17,7,3220.48,185613.28,0.24
CUST_02830,1281,38,5,22203.28,366220.2,0.6
CUST_02831,454,37,2,12929.72,318537.71,0.69
CUST_02832,597,15,1,4168.86,320056.05,0.89
CUST_02833,1126,24,1,19309.52,160742.4,0.86
CUST_02834,383,15,2,21560.0,8692.06,0.2
CUST_02835,784,21,1,2018.67,248685.82,0.53
CUST_02836,717,10,4,3562.83,64183.29,0.83
CUST_02837,579,31,6,20465.02,466201.65,0.89
CUST_02838,469,13,0,1284.03,497787.26,0.64
CUST_02839,1339,38,0,11613.19,376428.36,0.81
CUST_02840,449,24,6,7615.02,314034.91,0.48
CUST_02841,1224,26,1,17797.25,45765.98,0.68
CUST_02842,779,36,5,13697.13,111881.4,0.23
CUST_02843,307,12,5,20354.97,406817.89,0.68
CUST_02844,1419,4,2,10283.55,351225.9,0.13
CUST_02845,969,18,2,22391.14,262720.1,0.22
CUST_02846,433,3,2,6472.36,244770.66,0.73
CUST_02847,1092,35,5,13624.03,259352.59,0.11
CUST_02848,1336,22,5,14518.84,297473.66,0.38
CUST_02849,967,9,2,23495.31,136672.27,0.56
CUST_02850,1313,39,6,22244.26,425793.13,0.49
CUST_02851,740,35,7,11184.14,338522.1,0.26
CUST_02852,256,10,0,21434.0,240511.55,0.84
CUST_02853,867,12,3,23760.04,76681.81,0.17
CUST_02854,372,7,7,22562.69,270865.33,0.75
CUST_02855,36,23,2,1801.29,449241.57,0.37
CUST_02856,410,22,4,20585.5,349678.64,0.72
CUST_02857,908,14,2,12378.73,399167.75,0.61
CUST_02858,1168,4,3,983.94,70593.27,0.61
CUST_02859,792,34,7,2021.78,430065.88,0.8
CUST_02860,979,35,6,6127.23,187711.38,0.26
CUST_02861,909,32,2,20396.81,3236.36,0.55
CUST_02862,598,27,2,2377.52,91481.6,0.53
CUST_02863,1352,16,7,4875.02,103018.74,0.31
CUST_02864,589,12,0,13272.89,362324.52,0.12
CUST_02865,641,20,2,17934.37,19360.07,0.44
CUST_02866,1217,34,4,21077.49,432041.13,0.21
CUST_02867,693,13,7,7632.25,77051.05,0.22
CUST_02868,1436,21,3,6240.65,154027.65,0.97
CUST_02869,145,38,0,9499.93,229355.69,0.39
CUST_02870,333,20,6,20249.96,355205.07,0.71
CUST_02871,463,10,3,10761.05,93980.4,0.43
CUST_02872,1124,15,1,19874.44,46942.95,0.15
CUST_02873,1378,1,2,14674.65,222411.72,0.12
CUST_02874,742,19,6,19815.7,330138.82,0.87
CUST_02875,1024,32,6,19448.31,203043.7,0.96
CUST_02876,136,37,7,19084.4,262065.83,0.93
CUST_02877,95,32,4,19689.48,227837.17,0.54
CUST_02878,816,38,0,14777.17,149773.34,0.23
CUST_02879,1444,24,7,20418.35,322896.26,0.43
CUST_02880,1360,22,7,20277.93,285810.38,0.11
CUST_02881,138,20,0,13309.23,463429.71,0.13
CUST_02882,1242,39,3,1242.39,215479.03,0.16
CUST_02883,663,6,3,6774.64,216807.88,0.21
CUST_02884,267,39,3,11113.65,277735.76,0.82
CUST_02885,621,29,6,1732.57,272856.19,0.17
CUST_02886,1191,37,5,14057.1,67601.03,0.36
CUST_02887,1396,26,4,19303.66,353748.6,0.14
CUST_02888,653,12,7,8660.6,228089.74,0.41
CUST_02889,1158,14,5,9032.64,360031.33,0.5
CUST_02890,464,25,3,10783.52,73638.31,0.85
CUST_02891,877,37,2,20672.6,497132.41,0.25
CUST_02892,206,15,7,4485.83,237134.3,0.97
CUST_02893,626,31,3,10450.26,301424.78,0.67
CUST_02894,1011,18,4,9288.81,31709.78,0.87
CUST_02895,162,18,2,8005.7,453071.65,0.63
CUST_02896,624,22,5,24836.01,44252.6,0.88
CUST_02897,330,3,1,22895.95,486716.22,0.34
CUST_02898,989,32,4,14145.13,190415.87,0.14
CUST_02899,1090,23,2,10309.08,20926.16,0.85
CUST_02900,217,37,7,18732.77,110300.14,0.16
CUST_02901,1314,9,4,17025.92,473996.94,0.67
CUST_02902,47,16,7,22584.84,25833.83,0.57
CUST_02903,37,25,4,22695.07,479440.33,0.12
CUST_02904,1420,17,2,23373.64,378826.15,0.19
CUST_02905,889,2,3,12524.32,236212.71,0.96
CUST_02906,659,21,5,23565.19,438617.43,0.29
CUST_02907,657,13,5,10176.51,181042.61,0.84
CUST_02908,1297,11,4,11176.87,72089.11,0.68
CUST_02909,1258,33,2,14824.95,115476.58,0.68
CUST_02910,1482,30,0,8427.85,299498.75,0.27
CUST_02911,749,6,1,13278.38,340155.32,0.78
CUST_02912,608,8,7,7901.41,64086.69,0.78
CUST_02913,1191,12,1,10355.17,249786.04,0.58
CUST_02914,662,6,7,11622.6,424465.27,0.78
CUST_02915,239,30,7,24630.34,444753.45,0.79
CUST_02916,907,6,0,19210.07,442009.74,0.73
CUST_02917,1203,28,7,3840.75,84880.63,0.25
CUST_02918,303,27,1,12204.02,22192.98,0.52
CUST_02919,558,22,3,1426.39,212106.35,0.87
CUST_02920,1494,6,1,18426.44,497382.09,0.84
CUST_02921,640,28,2,16548.22,107368.94,0.21
CUST_02922,1461,1,4,24775.66,78807.2,0.33
CUST_02923,1454,16,0,19268.06,426609.25,0.8
CUST_02924,1301,6,5,13196.13,5402.47,0.54
CUST_02925,529,12,3,8974.83,11265.16,0.98
CUST_02926,493,13,7,12470.9,444717.79,0.41
CUST_02927,105,31,4,11260.86,163407.58,0.15
CUST_02928,889,32,5,16777.03,287694.32,0.38
CUST_02929,1322,12,7,7048.13,205084.27,0.73
CUST_02930,821,14,0,734.53,134737.85,0.44
CUST_02931,229,22,1,17997.01,246773.36,0.68
CUST_02932,418,30,6,5695.42,271662.65,0.43
CUST_02933,301,37,5,870.56,258739.72,0.54
CUST_02934,350,26,0,24669.98,136721.67,0.54
CUST_02935,958,10,7,13960.03,324712.22,0.45
CUST_02936,569,18,1,5466.9,313646.61,0.17
CUST_02937,343,16,4,14007.09,390076.05,0.21
CUST_02938,791,23,1,17163.99,154417.35,0.6
CUST_02939,1224,14,6,1501.1,338138.26,0.81
CUST_02940,907,39,2,5012.57,403782.71,0.69
CUST_02941,1242,5,7,7315.67,62877.49,0.93
CUST_02942,617,8,1,596.63,270918.99,0.62
CUST_02943,222,5,0,9890.96,128302.58,0.46
CUST_02944,603,3,5,16007.97,391268.51,0.58
CUST_02945,331,10,1,11128.95,34061.09,0.96
CUST_02946,802,24,6,15453.27,48747.42,0.42
CUST_02947,357,16,0,21357.01,290336.54,0.57
CUST_02948,1423,34,2,24242.45,63564.06,0.24
CUST_02949,836,2,0,7992.63,400316.87,0.57
CUST_02950,907,18,5,10940.13,169369.94,0.69
CUST_02951,161,10,1,3100.94,217429.8,0.51
CUST_02952,837,19,6,14959.1,205513.2,0.54
CUST_02953,355,15,3,3778.23,413670.31,0.79
CUST_02954,362,37,6,14394.91,442213.04,0.12
CUST_02955,624,22,4,9022.91,229905.68,0.98
CUST_02956,1105,2,5,21527.74,434364.21,0.52
CUST_02957,758,7,3,18542.42,133309.35,0.12
CUST_02958,1007,4,4,24233.51,313195.17,0.45
CUST_02959,883,8,2,22277.99,262306.17,0.58
CUST_02960,217,9,4,15850.31,337245.14,0.29
CUST_02961,328,4,4,24364.9,195779.62,0.92
CUST_02962,98,31,0,20289.25,470233.84,0.23
CUST_02963,1386,18,7,1235.99,309526.12,0.22
CUST_02964,757,22,7,6593.37,243406.27,0.55
CUST_02965,1157,34,3,9860.8,452991.79,0.36
CUST_02966,1401,28,3,20668.01,408350.87,0.81
CUST_02967,1393,36,5,12210.74,242950.87,0.9
CUST_02968,1006,9,4,11464.6,260026.77,0.83
CUST_02969,945,36,4,11034.68,209450.36,0.78
CUST_02970,544,2,7,5837.06,180195.86,0.31
CUST_02971,1278,5,1,19729.34,182885.98,0.99
CUST_02972,563,21,0,12703.87,323236.71,0.29
CUST_02973,1401,39,0,21106.21,142995.86,0.62
CUST_02974,777,29,1,23112.76,370798.32,0.38
CUST_02975,750,23,7,10564.32,192785.17,0.76
CUST_02976,752,33,7,20613.06,207198.12,0.11
CUST_02977,126,12,7,20525.17,100932.81,0.62
CUST_02978,823,9,6,22275.93,219243.28,0.17
CUST_02979,668,35,3,7239.15,282721.16,0.17
CUST_02980,1392,33,7,4947.84,166263.2,0.46
CUST_02981,387,13,4,10045.12,35507.27,0.41
CUST_02982,340,1,2,17972.46,404654.73,0.51
CUST_02983,1211,4,5,13909.58,58241.45,0.95
CUST_02984,143,7,6,15243.58,196671.8,0.21
CUST_02985,241,17,7,18480.53,256976.44,0.76
CUST_02986,549,37,6,6452.2,286347.81,0.12
CUST_02987,635,10,5,3451.5,216919.75,0.21
CUST_02988,171,25,1,9834.97,463362.88,0.69
CUST_02989,1409,18,5,21020.36,184067.33,0.78
CUST_02990,141,15,7,8822.76,69638.5,1.0
CUST_02991,411,17,4,15837.77,209958.49,0.48
CUST_02992,1121,30,0,19662.64,166891.41,0.63
CUST_02993,978,24,6,3577.25,405967.79,0.71
CUST_02994,917,12,7,21975.37,52787.18,0.45
CUST_02995,756,5,5,21605.15,336076.84,0.86
CUST_02996,140,20,0,18963.6,364727.96,0.41
CUST_02997,938,28,1,21340.44,181124.76,0.23
CUST_02998,1074,23,5,13475.16,255893.8,0.59
CUST_02999,1469,12,0,8106.47,444415.64,0.6
CUST_03000,389,25,0,13859.67,99841.79,0.59
CUST_03001,320,27,5,1396.74,398421.39,0.46
CUST_03002,1034,28,5,5189.94,460462.93,0.5
CUST_03003,957,23,5,6669.25,283136.29,0.55
CUST_03004,1168,5,0,4534.38,492206.27,0.52
CUST_03005,1077,36,7,12934.53,353637.17,0.27
CUST_03006,478,29,6,23138.79,52694.98,0.59
CUST_03007,1095,1,6,16463.52,244263.64,0.43
CUST_03008,1498,9,4,17031.17,364150.1,0.71
CUST_03009,1155,33,2,9781.71,236449.64,0.88
CUST_03010,340,19,1,798.81,80140.4,0.68
CUST_03011,758,22,2,3839.76,223257.31,0.42
CUST_03012,897,6,6,19463.78,42910.76,0.9
CUST_03013,97,36,7,3758.97,335689.04,0.31
CUST_03014,30,1,1,3016.49,182465.9,0.62
CUST_03015,885,28,1,17390.18,15490.91,0.66
CUST_03016,484,33,0,23347.42,113526.05,0.65
CUST_03017,468,16,5,5851.54,139885.21,0.26
CUST_03018,774,18,7,10005.73,335293.24,0.52
CUST_03019,909,24,3,23212.55,106533.88,0.6
CUST_03020,943,36,5,14376.62,303231.94,0.43
CUST_03021,823,6,5,10183.59,296833.15,0.54
CUST_03022,1053,32,3,21458.18,422090.28,0.19
CUST_03023,330,15,6,4904.21,280693.86,0.88
CUST_03024,479,3,4,3462.0,237848.22,0.6
CUST_03025,915,11,5,18682.61,451767.17,0.11
CUST_03026,601,22,4,10619.47,432193.78,0.2
CUST_03027,1266,9,5,14355.45,18801.53,0.56
CUST_03028,1471,31,0,23787.51,104349.62,0.74
CUST_03029,894,32,6,24626.19,455656.75,0.13
CUST_03030,1107,7,4,978.88,137574.06,0.34
CUST_03031,511,11,1,3127.27,60822.15,0.93
CUST_03032,1237,27,7,5900.93,18557.49,0.15
CUST_03033,198,26,6,21314.91,477234.92,0.29
CUST_03034,1195,12,0,6412.45,300635.96,0.33
CUST_03035,165,31,5,18426.34,165803.43,0.21
CUST_03036,432,35,4,1469.54,98793.38,0.62
CUST_03037,508,38,2,2981.32,374895.89,0.37
CUST_03038,788,7,1,2396.91,136338.92,0.79
CUST_03039,1277,23,3,3206.61,88753.08,0.8
CUST_03040,1476,17,1,4146.43,384665.01,0.75
CUST_03041,1330,3,6,2114.08,142674.78,0.32
CUST_03042,1211,25,2,14204.4,176686.16,0.65
CUST_03043,723,8,7,13189.14,217604.12,0.27
CUST_03044,390,36,4,19950.42,382038.58,0.22
CUST_03045,1053,25,3,7506.35,439291.57,0.35
CUST_03046,1005,14,7,21559.34,49707.39,0.32
CUST_03047,410,26,3,16084.1,203533.95,0.97
CUST_03048,169,26,7,1478.4,74655.8,0.41
CUST_03049,404,29,7,4914.81,310212.41,0.93
CUST_03050,512,20,7,9582.13,289251.34,0.49
CUST_03051,714,5,4,10573.54,392603.78,0.92
CUST_03052,92,15,5,1925.02,405038.77,0.96
CUST_03053,963,16,2,14690.77,159147.57,0.65
